sample_id	major_species	abundance	taxid	phylum	class	order	family	genus	species	original_path	ftp_path
SAMN09671514	Pseudomonas brenneri	69.506	129817	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas brenneri	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_617/SAMN09671514.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_617/SAMN09671514.contigs.fa.gz
SAMD00022561	Vibrio owensii	69.776	696485	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio owensii	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_001/SAMD00022561.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_001/SAMD00022561.contigs.fa.gz
SAMN04480043	Corynebacterium minutissimum	70.346	38301	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium minutissimum	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_367/SAMN04480043.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_367/SAMN04480043.contigs.fa.gz
SAMEA3643086	Devosia sp. A16	70.487	1736675	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia	Devosia sp. A16	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_188/SAMEA3643086.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_188/SAMEA3643086.contigs.fa.gz
SAMN04515683	Leifsonia sp. 157MF	70.61	1798222	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Leifsonia	Leifsonia sp. 157MF	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_370/SAMN04515683.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_370/SAMN04515683.contigs.fa.gz
SAMD00003169	Serratia rubidaea	70.68799999999999	61652	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia rubidaea	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_000/SAMD00003169.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_000/SAMD00003169.contigs.fa.gz
SAMEA2752408	Aeromonas sp. CU5	70.79299999999999	2033033	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas sp. CU5	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_143/SAMEA2752408.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_143/SAMEA2752408.contigs.fa.gz
SAMN02584939	Shewanella sp. WE21	70.982	2029986	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella sp. WE21	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_287/SAMN02584939.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_287/SAMN02584939.contigs.fa.gz
SAMN04488060	Erythrobacter seohaensis	71.057	266951	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter	Erythrobacter seohaensis	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_368/SAMN04488060.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_368/SAMN04488060.contigs.fa.gz
SAMN03840667	Chelatococcus daeguensis	71.202	444444	Proteobacteria	Alphaproteobacteria	Rhizobiales	Chelatococcaceae	Chelatococcus	Chelatococcus daeguensis	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_341/SAMN03840667.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_341/SAMN03840667.contigs.fa.gz
SAMN08886534	Synechococcus sp. RCC307	71.308	316278	Cyanobacteria		Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. RCC307	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_569/SAMN08886534.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_569/SAMN08886534.contigs.fa.gz
SAMN02745606	Candidatus Thioglobus autotrophicus	71.476	1705394	Proteobacteria	Gammaproteobacteria			Candidatus Thioglobus	Candidatus Thioglobus autotrophicus	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_294/SAMN02745606.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_294/SAMN02745606.contigs.fa.gz
SAMN04634075	Enterococcus sp. CR-Ec1	71.486	2057791	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus sp. CR-Ec1	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_381/SAMN04634075.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_381/SAMN04634075.contigs.fa.gz
SAMN02199248	Serinicoccus sp. JLT9	71.495	1758689	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Serinicoccus	Serinicoccus sp. JLT9	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_274/SAMN02199248.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_274/SAMN02199248.contigs.fa.gz
SAMN04487926	Paraburkholderia terrae	71.56	311230	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia terrae	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_368/SAMN04487926.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_368/SAMN04487926.contigs.fa.gz
SAMN00737773	Bartonella schoenbuchensis	71.676	165694	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella	Bartonella schoenbuchensis	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_268/SAMN00737773.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_268/SAMN00737773.contigs.fa.gz
SAMN07665543	Stenotrophomonas acidaminiphila	71.831	128780	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas acidaminiphila	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_505/SAMN07665543.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_505/SAMN07665543.contigs.fa.gz
SAMN09756627	Enterococcus casseliflavus	71.84	37734	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus casseliflavus	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_623/SAMN09756627.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_623/SAMN09756627.contigs.fa.gz
SAMN01797744	Calothrix sp. NIES-4071	71.97200000000001	2005469	Cyanobacteria		Nostocales	Calotrichaceae	Calothrix	Calothrix sp. NIES-4071	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_271/SAMN01797744.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_271/SAMN01797744.contigs.fa.gz
SAMN04488520	Micromonospora siamensis	72.006	299152	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora siamensis	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_368/SAMN04488520.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_368/SAMN04488520.contigs.fa.gz
SAMEA1022893	Streptococcus pseudopneumoniae	72.361	257758	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pseudopneumoniae	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_008/SAMEA1022893.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_008/SAMEA1022893.contigs.fa.gz
SAMEA788566	Enterobacter kobei	72.402	208224	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter kobei	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_259/SAMEA788566.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_259/SAMEA788566.contigs.fa.gz
SAMN00839618	Neorhizobium galegae	72.72800000000001	399	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Neorhizobium	Neorhizobium galegae	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_269/SAMN00839618.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_269/SAMN00839618.contigs.fa.gz
SAMN08778907	Luteibacter rhizovicinus	72.875	242606	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Luteibacter	Luteibacter rhizovicinus	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_560/SAMN08778907.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_560/SAMN08778907.contigs.fa.gz
SAMN08323791	Pseudomonas sp. GR 6-02	72.906	1659194	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. GR 6-02	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_536/SAMN08323791.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_536/SAMN08323791.contigs.fa.gz
SAMN02194437	Mycoplasma bovoculi	72.945	45362	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma bovoculi	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_274/SAMN02194437.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_274/SAMN02194437.contigs.fa.gz
SAMN02745251	Shewanella violacea	72.98400000000001	60217	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella violacea	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_293/SAMN02745251.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_293/SAMN02745251.contigs.fa.gz
SAMN05443639	Stigmatella aurantiaca	73.129	41	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Stigmatella	Stigmatella aurantiaca	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_406/SAMN05443639.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_406/SAMN05443639.contigs.fa.gz
SAMN02441128	Bradyrhizobium icense	73.14399999999999	1274631	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium icense	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_285/SAMN02441128.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_285/SAMN02441128.contigs.fa.gz
SAMN04461335	Megasphaera hexanoica	73.49	1675036	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera hexanoica	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_367/SAMN04461335.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_367/SAMN04461335.contigs.fa.gz
SAMN03565998	Bacillus anthracis	73.61	1392	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_331/SAMN03565998.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_331/SAMN03565998.contigs.fa.gz
SAMN07659543	Methylorubrum populi	73.77	223967	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylorubrum	Methylorubrum populi	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_504/SAMN07659543.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_504/SAMN07659543.contigs.fa.gz
SAMN08775686	Enterobacter sp. 638	73.856	399742	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter sp. 638	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_560/SAMN08775686.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_560/SAMN08775686.contigs.fa.gz
SAMN09769431	Herbaspirillum hiltneri	73.91	341045	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	Herbaspirillum hiltneri	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_624/SAMN09769431.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_624/SAMN09769431.contigs.fa.gz
SAMN02256431	Methylocystis sp. SC2	73.913	187303	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Methylocystis	Methylocystis sp. SC2	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_275/SAMN02256431.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_275/SAMN02256431.contigs.fa.gz
SAMN06295937	Sphingopyxis sp. 113P3	74.123	292913	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Sphingopyxis sp. 113P3	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_448/SAMN06295937.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_448/SAMN06295937.contigs.fa.gz
SAMN08612564	Massilia putida	74.176	1141883	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia putida	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_548/SAMN08612564.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_548/SAMN08612564.contigs.fa.gz
SAMN06213936	Kibdelosporangium phytohabitans	74.241	860235	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Kibdelosporangium	Kibdelosporangium phytohabitans	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_440/SAMN06213936.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_440/SAMN06213936.contigs.fa.gz
SAMN08810093	Vibrio rotiferianus	74.264	190895	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio rotiferianus	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_564/SAMN08810093.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_564/SAMN08810093.contigs.fa.gz
SAMEA3391294	Campylobacter sp. NCTC 13003	74.347	1660064	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter sp. NCTC 13003	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_170/SAMEA3391294.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_170/SAMEA3391294.contigs.fa.gz
SAMN02745119	Geobacter lovleyi	74.351	313985	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter lovleyi	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_293/SAMN02745119.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_293/SAMN02745119.contigs.fa.gz
SAMN00114978	Frankia inefficax	74.481	298654	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Frankia	Frankia inefficax	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_267/SAMN00114978.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_267/SAMN00114978.contigs.fa.gz
SAMN03159337	Rhizobium tropici	74.506	398	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium tropici	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_308/SAMN03159337.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_308/SAMN03159337.contigs.fa.gz
SAMN09932527	Pseudomonas orientalis	74.727	76758	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas orientalis	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_633/SAMN09932527.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_633/SAMN09932527.contigs.fa.gz
SAMN03449404	Burkholderia latens	74.841	488446	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia latens	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_321/SAMN03449404.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_321/SAMN03449404.contigs.fa.gz
SAMN02194334	Delftia acidovorans	74.874	80866	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	Delftia acidovorans	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_274/SAMN02194334.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_274/SAMN02194334.contigs.fa.gz
SAMN06040393	Citrobacter sp. CFNIH10	74.881	1920110	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter sp. CFNIH10	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_431/SAMN06040393.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_431/SAMN06040393.contigs.fa.gz
SAMN09780794	Thermaerobacter marianensis	74.901	73919	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XVII. Incertae Sedis	Thermaerobacter	Thermaerobacter marianensis	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_625/SAMN09780794.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_625/SAMN09780794.contigs.fa.gz
SAMN02471323	Pseudomonas amygdali	74.922	47877	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas amygdali	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_286/SAMN02471323.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_286/SAMN02471323.contigs.fa.gz
SAMN02745947	Rhodococcus rhodochrous	75.067	1829	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus rhodochrous	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_294/SAMN02745947.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_294/SAMN02745947.contigs.fa.gz
SAMN09932466	Streptomyces sp. S10(2016)	75.156	1783515	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces qaidamensis	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_633/SAMN09932466.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_633/SAMN09932466.contigs.fa.gz
SAMN09932417	Streptomyces glaucescens	75.527	1907	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces glaucescens	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_633/SAMN09932417.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_633/SAMN09932417.contigs.fa.gz
SAMN02923804	Negativicoccus massiliensis	75.593	1702287	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Negativicoccus	Negativicoccus massiliensis	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_303/SAMN02923804.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_303/SAMN02923804.contigs.fa.gz
SAMN06767144	Bordetella genomosp. 6	75.768	463024	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella genomosp. 6	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_464/SAMN06767144.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_464/SAMN06767144.contigs.fa.gz
SAMEA3918368	Plautia stali symbiont	75.783	891974	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae		Plautia stali symbiont	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_203/SAMEA3918368.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_203/SAMEA3918368.contigs.fa.gz
SAMN04487844	Methylobacterium aquaticum	75.905	270351	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium aquaticum	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_368/SAMN04487844.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_368/SAMN04487844.contigs.fa.gz
SAMN03449615	Burkholderia sp. MSMB617WGS	76.013	1637831	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. MSMB617WGS	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_321/SAMN03449615.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_321/SAMN03449615.contigs.fa.gz
SAMN05417902	Brucella microti	76.195	444163	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella microti	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_404/SAMN05417902.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_404/SAMN05417902.contigs.fa.gz
SAMN02585089	Rickettsia parkeri	76.287	35792	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia parkeri	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_287/SAMN02585089.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_287/SAMN02585089.contigs.fa.gz
SAMN06293076	Rhodococcus erythropolis	76.331	1833	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus erythropolis	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_448/SAMN06293076.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_448/SAMN06293076.contigs.fa.gz
SAMN08886583	Synechococcus sp. KORDI-100	76.52799999999999	1280380	Cyanobacteria		Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. KORDI-100	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_569/SAMN08886583.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_569/SAMN08886583.contigs.fa.gz
SAMN09691942	Exiguobacterium sibiricum	76.758	332410	Firmicutes	Bacilli	Bacillales		Exiguobacterium	Exiguobacterium sibiricum	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_619/SAMN09691942.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_619/SAMN09691942.contigs.fa.gz
SAMN04515619	Collimonas fungivorans	76.825	158899	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Collimonas	Collimonas fungivorans	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_370/SAMN04515619.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_370/SAMN04515619.contigs.fa.gz
SAMN00766212	Massilia timonae	76.904	47229	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia timonae	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_268/SAMN00766212.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_268/SAMN00766212.contigs.fa.gz
SAMD00041172	Mycobacterium dioxanotrophicus	76.979	482462	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium dioxanotrophicus	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_002/SAMD00041172.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_002/SAMD00041172.contigs.fa.gz
SAMN02441180	Pseudomonas cremoricolorata	77.053	157783	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas cremoricolorata	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_285/SAMN02441180.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_285/SAMN02441180.contigs.fa.gz
SAMN02441755	Fischerella sp. NIES-4106	77.095	2005456	Cyanobacteria		Nostocales	Hapalosiphonaceae	Fischerella	Fischerella sp. NIES-4106	/ebi/ftp/pub/databases/ENA2018-bacteria-661k/Assemblies/batch_286/SAMN02441755.contigs.fa.gz	https://ftp.ebi.ac.uk//pub/databases/ENA2018-bacteria-661k/Assemblies/batch_286/SAMN02441755.contigs.fa.gz
